-0.829 +0.149 +0.487
-0.854 +0.147 +0.382
-0.838 +0.208 +0.550
-0.826 +0.226 +0.543
-0.811 +0.249 +0.545
-0.784 +0.350 +0.554
-0.750 +0.365 +0.530
-0.637 +0.328 +0.342
-0.328 +0.276 -0.178
-0.247 +0.286 -0.268
-0.079 +0.301 -0.282
+0.180 +0.196 +0.276
+0.143 +0.033 +0.828
-0.058 +0.024 +1.260
-0.374 +0.130 +1.794
-0.447 +0.199 +1.917
-0.526 +0.260 +1.979
-0.598 +0.462 +2.040
-0.529 +0.452 +2.040
-0.383 +0.391 +2.040
-0.078 +0.240 +1.508
-0.037 +0.131 +1.240
-0.022 -0.095 +0.780
-0.048 -0.188 -0.402
-0.052 -0.139 -0.488
-0.041 -0.132 -0.445
+0.016 -0.008 -0.200
+0.021 -0.007 -0.094
+0.017 +0.049 +0.075
+0.018 +0.132 +0.512
+0.008 +0.098 +0.548
+0.035 +0.175 +0.813
-0.122 +0.052 +1.770
-0.181 +0.066 +1.905
-0.317 +0.048 +1.973
-0.538 -0.030 +2.040
-0.488 -0.007 +2.040
-0.418 -0.012 +2.016
-0.212 +0.152 +1.582
-0.173 +0.177 +1.386
-0.158 +0.103 +1.181
-0.242 -0.204 +0.794
-0.217 -0.076 +0.712
-0.191 +0.066 +0.597
-0.212 +0.012 +0.524
-0.224 +0.047 +0.483
-0.276 +0.037 +0.403
-0.426 -0.012 +0.392
-0.455 -0.002 +0.438
-0.510 +0.076 +0.518
-0.506 +0.614 +1.162
-0.630 +0.066 +0.928
-0.689 -0.006 +0.735
-0.752 -0.176 +0.874
-0.730 -0.120 +0.925
-0.695 -0.108 +0.899
-0.666 +0.086 +0.790
-0.645 +0.098 +0.803
-0.645 +0.076 +0.844
-0.668 -0.006 +0.850
-0.662 +0.042 +0.811
-0.664 +0.013 +0.827
-0.654 +0.044 +0.788
-0.640 +0.048 +0.785
-0.441 +0.303 +0.898
-0.456 +0.288 +0.869
-0.506 +0.360 +0.788
-0.485 +0.304 +0.845
-0.474 +0.279 +0.851
-0.432 +0.334 +0.840
-0.435 +0.315 +0.871
-0.434 +0.274 +0.856
-0.318 +0.330 +0.892
-0.367 +0.345 +0.933
-0.396 +0.355 +0.912
-0.418 +0.398 +0.830
-0.419 +0.412 +0.837
-0.419 +0.408 +0.829
-0.444 +0.280 +0.808
-0.443 +0.275 +0.875
-0.432 +0.288 +0.918
-0.422 +0.440 +0.902
-0.414 +0.450 +0.882
-0.415 +0.372 +0.902
-0.416 +0.352 +0.834
-0.405 +0.345 +0.807
-0.380 +0.370 +0.831
-0.348 +0.432 +0.932
-0.319 +0.457 +0.893
-0.293 +0.508 +0.866
-0.260 +0.504 +0.940
-0.262 +0.520 +0.886
-0.247 +0.594 +0.845
-0.242 +0.674 +0.922
-0.269 +0.568 +0.938
-0.324 +0.390 +0.846
-0.378 +0.144 +0.806
-0.328 +0.147 +0.889
-0.247 +0.214 +1.117
-0.260 +0.018 +1.246
-0.253 +0.067 +1.144
-0.229 +0.239 +0.987
-0.230 +0.444 +0.838
-0.235 +0.450 +0.916
-0.215 +0.493 +0.915
-0.172 +0.698 +1.030
-0.193 +0.716 +1.013
-0.237 +0.573 +0.991
-0.282 +0.318 +0.852
-0.266 +0.403 +0.829
-0.245 +0.504 +0.782
-0.260 +0.592 +0.672
-0.285 +0.550 +0.654
-0.299 +0.533 +0.655
-0.288 +0.594 +0.704
-0.290 +0.593 +0.764
-0.285 +0.592 +0.818
-0.290 +0.642 +0.762
-0.297 +0.619 +0.739
-0.289 +0.622 +0.741
-0.288 +0.606 +0.750
-0.284 +0.608 +0.772
-0.280 +0.604 +0.781
-0.274 +0.572 +0.774
-0.276 +0.579 +0.771
-0.275 +0.599 +0.776
-0.266 +0.602 +0.724
-0.271 +0.608 +0.749
-0.271 +0.606 +0.759
-0.280 +0.598 +0.804
-0.281 +0.620 +0.797
-0.282 +0.621 +0.777
-0.286 +0.620 +0.778
-0.283 +0.623 +0.803
-0.279 +0.625 +0.803
-0.276 +0.612 +0.728
-0.280 +0.595 +0.737
-0.283 +0.587 +0.761
-0.284 +0.572 +0.782
-0.281 +0.582 +0.777
-0.284 +0.600 +0.781
-0.278 +0.644 +0.770
-0.285 +0.624 +0.783
-0.284 +0.629 +0.791
-0.284 +0.596 +0.740
-0.283 +0.579 +0.749
